gene,less_than_0.001_AF_non_disease_sum,less_than_0.001_AF_squared_non_disease_sum,less_than_0.001_AF_disease_sum,less_than_0.001_AF_squared_disease_sum
C9orf43,0.006598268,1.16326E-06,0,0
C9orf47,0.006184786,2.0918E-06,0,0
C9orf50,0.006784757,1.94213E-06,0,0
C9orf64,0.00400915,1.06866E-06,0,0
C9orf69,0.004566796,1.03666E-06,0,0
C9orf72,0.003624533,2.35269E-07,0,0
C9orf78,0.001164495,3.49141E-08,0,0
C9orf84,0.016544927,4.61575E-06,0,0
C9orf85,0.002507238,8.04746E-07,0,0
C9orf89,0.006762385,1.6373E-06,0,0
C9orf9,0.00411601,7.26874E-07,0,0
C9orf91,0.008381717,4.38192E-06,0,0
C9orf96,0.012979565,3.09247E-06,0,0
CA1,0.004226699,6.53295E-07,0.000008247,6.8013E-11
CA10,0.003387267,5.3095E-07,0,0
CA11,0.002133557,1.99943E-07,0,0
CA12,0.006530933,1.63582E-06,0,0
CA13,0.004002441,7.92765E-07,0,0
CA14,0.005109199,1.73063E-06,0,0
CA2,0.002485194,4.70896E-07,0.00002688,2.43925E-10
CA3,0.003577106,1.16516E-06,0,0
CA4,0.006366981,2.11258E-06,0.000463189,1.92865E-07
CA5A,0.007853292,2.3687E-06,0,0
CA5B,0.002912522,2.6453E-07,0,0
CA6,0.007017664,2.56914E-06,0,0
CA7,0.000916295,2.44997E-08,0,0
CA8,0.001828437,1.87955E-07,0.000008256,6.81615E-11
CA9,0.005711898,1.1987E-06,0,0
CAAP1,0.008812884,2.67906E-06,0,0
CAB39,0.002862025,1.75126E-06,0,0
CAB39L,0.004032981,7.36636E-07,0,0
CABIN1,0.027880681,6.95293E-06,0.001047126,4.80761E-07
CABLES1,0.006583124,1.51452E-06,0,0
CABLES2,0.004467986,6.13326E-07,0,0
CABP1,0.008011512,3.81928E-06,0,0
CABP2,0.005199104,1.00481E-06,0,0
CABP4,0.010842538,3.48624E-06,0.000318179,4.22832E-08
CABP5,0.003337163,8.74274E-07,0,0
CABP7,0.002163024,3.8157E-07,0,0
CABS1,0.004399379,1.15291E-06,0,0
CABYR,0.010374623,3.18924E-06,0,0
CACFD1,0.005027867,9.47445E-07,0,0
CACHD1,0.01519281,3.28978E-06,0,0
CACNA1A,0.029672803,6.77291E-06,0.000919129,2.80158E-07
CACNA1B,0.036619947,1.09439E-05,0,0
CACNA1C,0.020495566,4.4082E-06,0.002425102,1.35327E-06
CACNA1D,0.020168774,5.45731E-06,0.000008237,6.78482E-11
CACNA1E,0.020546957,5.53126E-06,0,0
CACNA1F,0.023771702,5.90188E-06,0.000132966,1.48353E-08
CACNA1G,0.02788256,5.79071E-06,0.000022309,4.97691E-10
CACNA1H,0.069665922,1.8569E-05,0.002207314,1.03067E-06
CACNA1I,0.023040335,5.05031E-06,0,0
CACNA1S,0.030748122,7.34607E-06,0.000107251,3.06338E-09
CACNA2D1,0.00747968,1.58283E-06,0.000807121,5.99964E-07
CACNA2D2,0.009439,2.32167E-06,0,0
CACNA2D3,0.010175957,1.81043E-06,0,0
CACNA2D4,0.021970717,6.45236E-06,0.000414285,1.71632E-07
CACNB1,0.006751585,1.93555E-06,0,0
CACNB2,0.01241575,3.91769E-06,0.000346896,5.65574E-08
CACNB3,0.008696949,3.53751E-06,0,0
CACNB4,0.004193537,7.09165E-07,0.001085159,6.05944E-07
CACNG1,0.003741672,5.24157E-07,0,0
CACNG2,0.001991882,3.24476E-07,0,0
CACNG3,0.000728166,1.24636E-08,0,0
CACNG4,0.004269917,1.29081E-06,0,0
CACNG5,0.007163055,2.21269E-06,0,0
CACNG6,0.00775748,4.39655E-06,0,0
CACNG7,0.001898508,1.45863E-07,0,0
CACTIN,0.016043088,5.39975E-06,0,0
CACUL1,0.00300153,2.87491E-07,0,0
CACYBP,0.002341875,1.23551E-06,0,0
CAD,0.018470241,4.04514E-06,0,0
CADM1,0.006788044,2.29448E-06,0.000346964,1.20384E-07
CADM2,0.003226789,4.84953E-07,0,0
CADM3,0.004055884,1.18429E-06,0,0
CADM4,0.002047811,3.02922E-07,0,0
CADPS,0.014660496,4.22151E-06,0,0
CADPS2,0.013841385,4.03208E-06,0,0
CAGE1,0.011789162,3.23673E-06,0,0
CALB1,0.001777089,8.8666E-07,0,0
CALB2,0.003436723,8.20639E-07,0,0
CALCA,0.002908963,2.98554E-07,0,0
CALCB,0.001767205,1.34397E-07,0,0
CALCOCO1,0.009765992,2.8266E-06,0,0
CALCOCO2,0.0042925,7.24266E-07,0,0
CALCR,0.007379781,2.44556E-06,0,0
CALCRL,0.002491761,2.93403E-07,0,0
CALD1,0.011108457,2.40887E-06,0,0
CALHM1,0.007815176,1.08648E-06,0.000035035,1.22745E-09
CALHM2,0.004655223,4.252E-07,0,0
CALM1,0.00028064,4.65612E-08,0,0
CALM2,0.000990589,1.23528E-07,0,0
CALM3,0.000172636,3.56129E-09,0,0
CALML3,0.002373248,7.04592E-07,0,0
CALML4,0.004796687,1.31613E-06,0,0
CALML5,0.003037283,1.01195E-06,0,0
CALML6,0.003350095,7.0492E-07,0,0
CALN1,0.002291075,5.95296E-07,0,0
CALR,0.008155937,2.55801E-06,0,0
CALR3,0.003875838,5.43867E-07,0.000601257,3.24064E-07
CALU,0.002101276,1.00207E-07,0,0
CAMK1,0.006855133,2.2829E-06,0,0
CAMK1D,0.003035985,5.61119E-07,0,0
CAMK1G,0.006055444,1.66547E-06,0,0
CAMK2A,0.001139279,2.3482E-07,0,0
CAMK2B,0.01229474,4.29934E-06,0,0
CAMK2D,0.001933455,7.78608E-08,0,0
CAMK2G,0.003475072,7.63722E-07,0,0
CAMK2N1,0.000810749,1.10376E-07,0,0
CAMK2N2,0.000345021,9.60468E-09,0,0
CAMK4,0.003962007,7.71899E-07,0,0
CAMKK1,0.006681685,1.36721E-06,0,0
CAMKK2,0.012441449,5.1043E-06,0,0
CAMKMT,0.004971513,7.24295E-07,0,0
CAMKV,0.004716077,1.10613E-06,0,0
CAMLG,0.00288333,2.96135E-07,0,0
CAMP,0.004454566,2.0169E-06,0,0
CAMSAP1,0.016576649,3.17219E-06,0,0
CAMSAP2,0.014267034,5.62894E-06,0,0
CAMSAP3,0.017308879,5.58048E-06,0,0
CAMTA1,0.019685054,5.14195E-06,0,0
CAMTA2,0.017409901,4.62698E-06,0,0
CAND1,0.006141673,1.64019E-06,0,0
CAND2,0.022839157,5.6806E-06,0,0
CANT1,0.008385224,1.69245E-06,0.000212237,1.04667E-08
CANX,0.006893359,1.49522E-06,0,0
CAP1,0.006946002,2.2393E-06,0,0
CAP2,0.003973872,3.60518E-07,0,0
CAPG,0.005092113,1.10415E-06,0,0
CAPN1,0.010713244,2.64235E-06,0,0
CAPN10,0.015174729,4.13495E-06,0,0
CAPN11,0.014450411,3.67582E-06,0,0
CAPN12,0.022419385,6.00951E-06,0,0
CAPN13,0.017645733,4.96935E-06,0,0
CAPN15,0.031989748,1.05458E-05,0,0
CAPN2,0.015189072,4.09573E-06,0,0
CAPN3,0.010073649,1.12524E-06,0.004150241,1.03471E-06
CAPN5,0.014890267,3.55608E-06,0,0
CAPN6,0.004006467,1.06951E-06,0,0
CAPN7,0.006359975,8.02392E-07,0,0
CAPN9,0.016303036,5.5715E-06,0,0
CAPNS1,0.008550441,3.24777E-06,0,0
CAPNS2,0.002421842,4.14023E-07,0,0
CAPRIN1,0.004199413,3.76768E-07,0,0
CAPRIN2,0.011215129,2.67166E-06,0,0
CAPS,0.007299492,1.77787E-06,0,0
CAPS2,0.013404867,4.33492E-06,0,0
CAPSL,0.004745786,1.525E-06,0,0
CAPZA1,0.003416583,6.97442E-07,0,0
CAPZA2,0.003049798,1.15116E-06,0,0
CAPZA3,0.005049443,1.27975E-06,0,0
CAPZB,0.003168991,8.47114E-07,0,0
CARD10,0.016068249,3.49379E-06,0,0
CARD11,0.015337788,4.98297E-06,0.000008489,7.20631E-11
CARD14,0.026283107,6.50855E-06,0.000066242,4.388E-09
CARD16,0.005722297,1.75996E-06,0,0
CARD17,0.00393528,1.21723E-06,0,0
CARD18,0.002325098,7.72212E-07,0,0
CARD6,0.015990459,3.39028E-06,0,0
CARD8,0.010000391,2.49381E-06,0,0
CARD9,0.011781765,2.48824E-06,0.000095866,3.38743E-09
CARF,0.008459076,2.76402E-06,0,0
CARHSP1,0.00714814,1.81233E-06,0,0
CARKD,0.011601001,4.27412E-06,0,0
CARM1,0.001700689,6.53195E-08,0,0
CARS,0.01143045,2.20199E-06,0,0
CARS2,0.01584027,5.60728E-06,0,0
CARTPT,0.00154407,7.2473E-07,0.000082377,6.78597E-09
CASC1,0.015467909,7.07708E-06,0,0
CASC10,0.002473868,5.85776E-07,0,0
CASC3,0.007972374,1.9849E-06,0,0
CASC4,0.004798507,9.3754E-07,0,0
CASC5,0.030105713,6.48296E-06,0.000008301,6.89066E-11
CASD1,0.006843846,1.55565E-06,0,0
CASK,0.002432109,2.3892E-07,0.000050053,2.5053E-09
CASKIN1,0.026077526,6.56615E-06,0,0
CASKIN2,0.024297098,5.60631E-06,0,0
CASP1,0.006478395,1.94186E-06,0,0
CASP10,0.007467123,1.56647E-06,0.000889609,7.21468E-07
CASP14,0.007012333,1.84565E-06,0,0
CASP2,0.005405373,1.18552E-06,0,0
CASP3,0.002315544,3.75139E-07,0,0
CASP4,0.006301327,1.75642E-06,0,0
CASP5,0.008001037,2.4654E-06,0,0
CASP6,0.00350668,6.50558E-07,0,0
CASP7,0.00511826,1.11643E-06,0,0
CASP8,0.0059523,1.8657E-06,0.000016488,2.71854E-10
CASP9,0.007971313,2.62417E-06,0,0
CASQ1,0.007322426,2.70099E-06,0,0
CASQ2,0.00537744,1.31615E-06,0.000808689,4.8346E-07
CASR,0.005818794,1.65282E-06,0.000940992,1.28912E-07
CASS4,0.011216912,2.5359E-06,0,0
CAST,0.014564554,3.70054E-06,0,0
CASZ1,0.029246797,7.98413E-06,0,0
CAT,0.007054183,1.47628E-06,0.001128407,9.25416E-07
CATSPER1,0.010976993,2.30737E-06,0,0
CATSPER2,0.010271688,2.78027E-06,0,0
CATSPER3,0.006845438,1.33517E-06,0,0
CATSPER4,0.011374177,3.49323E-06,0,0
CATSPERB,0.010651928,1.82131E-06,0,0
CATSPERD,0.015124846,4.75987E-06,0,0
CATSPERG,0.019693088,4.44774E-06,0,0
CAV1,0.005636517,1.89226E-06,0.000008243,6.7947E-11
CAV2,0.002593153,3.47172E-07,0,0
CAV3,0.000880041,7.77648E-08,0.000758545,2.92465E-07
CBFA2T2,0.006643014,2.03429E-06,0,0
CBFA2T3,0.021854168,7.2754E-06,0,0
CBFB,0.001327248,2.23224E-07,0,0
CBL,0.006524817,1.25162E-06,0.0017964,8.36028E-07
CBLB,0.010667449,2.53637E-06,0.000041218,1.69892E-09
CBLC,0.005963773,1.10104E-06,0,0
CBLL1,0.002923845,9.59093E-07,0,0
CBLN1,0.001538342,2.23346E-07,0,0
CBLN2,0.002077728,3.42926E-07,0,0
CBLN3,0.003427665,4.41138E-07,0,0
CBLN4,0.000729004,4.76148E-08,0,0
CBR1,0.007242303,2.1542E-06,0,0
CBR3,0.007205723,2.72167E-06,0,0
CBR4,0.00551319,2.16449E-06,0,0
CBS,0.011440446,3.60661E-06,0.001866899,2.72331E-07
CBWD1,0.012842172,3.93045E-06,0,0
CBWD2,0.007714432,3.12999E-06,0,0
CBX1,0.000214847,3.33076E-09,0,0
CBX2,0.010868715,1.83602E-06,0,0
CBX3,0.001826017,4.29222E-07,0,0
CBX5,0.000478019,2.07786E-08,0,0
CBX6,0.005629739,2.08076E-06,0,0
CBX7,0.002042447,1.43698E-07,0,0
CBX8,0.005131117,1.08672E-06,0,0
CBY1,0.003095425,1.19782E-06,0,0
CC2D1A,0.02634872,9.31548E-06,0,0
CC2D1B,0.018957682,4.23765E-06,0,0
CC2D2A,0.027991343,8.10814E-06,0.001597052,3.18775E-07
CC2D2B,0.007505154,2.40314E-06,0,0
CCAR1,0.007704717,1.52245E-06,0,0
CCAR2,0.01435606,3.77719E-06,0,0
CCBE1,0.007741987,1.66224E-06,0.000339038,5.46384E-08
CCBL1,0.009048267,1.52371E-06,0,0
CCBL2,0.004715863,6.44163E-07,0,0
CCDC101,0.001600563,1.70112E-07,0,0
CCDC102A,0.010214496,2.85616E-06,0,0
CCDC102B,0.008732504,1.68571E-06,0,0
CCDC103,0.003111731,5.54972E-07,0,0
CCDC104,0.006139959,1.45168E-06,0,0
CCDC105,0.010505695,2.9842E-06,0,0
CCDC106,0.004841993,1.84492E-06,0,0
CCDC107,0.005642649,9.3951E-07,0,0
CCDC108,0.038141378,9.38044E-06,0,0
CCDC109B,0.006559001,2.16061E-06,0,0
CCDC11,0.007205702,9.54504E-07,0,0
CCDC110,0.016164319,5.64865E-06,0,0
CCDC112,0.004947409,1.11817E-06,0,0
CCDC113,0.007736032,1.63863E-06,0,0
CCDC114,0.013465243,2.94279E-06,0.000379056,9.73146E-08
CCDC115,0.004218592,1.34561E-06,0,0
CCDC116,0.015181907,4.57786E-06,0,0
CCDC117,0.001947049,7.83672E-08,0,0
CCDC12,0.002346561,3.79624E-07,0,0
CCDC121,0.005523735,1.66996E-06,0,0
CCDC122,0.003026898,3.98506E-07,0,0
CCDC125,0.009367533,4.47609E-06,0,0
CCDC126,0.000761192,2.34997E-08,0,0
CCDC127,0.005485525,2.30479E-06,0,0
CCDC129,0.021615096,6.12608E-06,0,0
CCDC13,0.011151304,2.74641E-06,0,0
CCDC130,0.009167224,2.2569E-06,0,0
CCDC132,0.005956429,9.21698E-07,0,0
CCDC134,0.002089129,1.09069E-07,0,0
CCDC135,0.020656839,7.869E-06,0,0
CCDC136,0.016782408,3.99121E-06,0,0
CCDC137,0.009460454,3.3952E-06,0,0
CCDC138,0.009140942,1.87096E-06,0,0
CCDC14,0.014455897,3.85904E-06,0,0
CCDC140,0.002055899,1.97363E-07,0,0
CCDC141,0.02520526,6.40596E-06,0,0
CCDC142,0.011543251,3.32585E-06,0,0
CCDC144NL,0.014291999,5.3064E-06,0,0
CCDC146,0.012840251,3.12169E-06,0,0
CCDC147,0.015659292,4.19039E-06,0,0
CCDC148,0.012063476,4.07544E-06,0,0
CCDC149,0.007013633,1.25388E-06,0,0
CCDC15,0.015727807,3.04265E-06,0,0
CCDC150,0.0213823,6.38755E-06,0,0
CCDC151,0.006949255,1.22461E-06,0,0
CCDC153,0.006771479,2.45384E-06,0,0
CCDC155,0.010065102,3.44823E-06,0,0
CCDC157,0.019001717,5.48222E-06,0,0
CCDC158,0.018913019,5.04893E-06,0,0
CCDC159,0.007881573,2.0876E-06,0,0
CCDC163P,0.002542216,5.30766E-07,0,0
CCDC167,0.001792673,3.69605E-07,0,0
CCDC169-SOHLH2,0.007733484,3.26303E-06,0,0
CCDC170,0.013570177,4.07105E-06,0,0
CCDC171,0.023522858,4.49414E-06,0,0
CCDC172,0.002875939,3.38346E-07,0,0
CCDC173,0.013438426,5.45498E-06,0,0
CCDC174,0.006655406,1.79441E-06,0,0
CCDC176,0.009322397,2.86317E-06,0,0
CCDC178,0.011941993,2.03208E-06,0,0
CCDC180,0.036877728,1.21683E-05,0,0
CCDC181,0.007476024,2.21554E-06,0,0
CCDC19,0.011683178,2.62764E-06,0,0
CCDC23,0.000337882,1.60936E-08,0,0
CCDC24,0.007599545,1.27936E-06,0,0
CCDC25,0.001139286,6.94231E-08,0,0
CCDC27,0.013607595,3.45372E-06,0,0
CCDC28A,0.004678295,1.10904E-06,0,0
CCDC28B,0.002488445,1.44566E-07,0,0
CCDC3,0.004768947,5.68905E-07,0,0
CCDC30,0.008293533,2.46412E-06,0,0
CCDC33,0.019715258,5.83267E-06,0,0
CCDC34,0.00619792,1.34288E-06,0,0
CCDC36,0.005362465,1.20579E-06,0,0
CCDC37,0.014654283,4.33996E-06,0,0
CCDC38,0.011335385,3.99922E-06,0,0
CCDC39,0.019487029,6.25098E-06,0.000877796,1.85185E-07
CCDC40,0.044181941,1.34916E-05,0.000567882,2.32435E-07
CCDC41,0.012676549,5.07663E-06,0.000099518,8.38182E-09
CCDC42,0.006078947,1.92064E-06,0,0
CCDC43,0.003676938,1.21579E-06,0,0
CCDC47,0.003791523,3.05893E-07,0,0
CCDC50,0.005013607,1.12499E-06,0,0
CCDC51,0.005477894,1.06668E-06,0,0
CCDC53,0.004352427,1.55826E-06,0,0
CCDC54,0.003806911,5.11001E-07,0,0
CCDC57,0.031314571,9.76686E-06,0,0
CCDC58,0.000903629,3.3046E-08,0,0
CCDC59,0.004206542,7.06663E-07,0,0
CCDC6,0.002949252,7.76395E-07,0,0
CCDC60,0.011548146,3.00718E-06,0,0
CCDC62,0.008074277,2.75033E-06,0,0
CCDC63,0.012328196,3.94038E-06,0,0
CCDC64,0.006473523,1.67413E-06,0,0
CCDC65,0.007235992,1.32518E-06,0.00016476,2.71459E-08
CCDC66,0.019558766,4.48439E-06,0,0
CCDC67,0.012762398,4.13334E-06,0,0
CCDC68,0.005372031,1.29459E-06,0,0
CCDC69,0.005520892,1.28499E-06,0,0
CCDC7,0.008989012,2.63461E-06,0,0
CCDC70,0.005094882,1.14962E-06,0,0
CCDC71,0.007637017,1.92511E-06,0,0
CCDC73,0.013446664,3.18683E-06,0,0
CCDC74A,0.026016048,9.15129E-06,0,0
CCDC74B,0.025041068,8.14453E-06,0,0
CCDC77,0.005645709,6.51501E-07,0,0
CCDC78,0.01606785,5.70182E-06,0,0
CCDC8,0.009901129,2.3057E-06,0.000018087,3.2714E-10
CCDC80,0.015530271,4.01634E-06,0,0
CCDC81,0.009025047,2.18975E-06,0,0
CCDC82,0.007201638,1.80798E-06,0,0
CCDC83,0.00738664,2.2303E-06,0,0
CCDC84,0.005859092,9.97896E-07,0,0
CCDC85A,0.006784802,1.52142E-06,0,0
CCDC86,0.005832271,9.91516E-07,0,0
CCDC87,0.013775738,3.68601E-06,0,0
CCDC88A,0.014982159,2.38277E-06,0,0
CCDC88B,0.034545184,9.73384E-06,0,0
CCDC88C,0.042598199,1.12218E-05,0.000752192,2.99307E-07
CCDC89,0.00621671,1.48997E-06,0,0
CCDC9,0.015477768,4.69193E-06,0,0
CCDC90B,0.005364827,1.03434E-06,0,0
CCDC91,0.006079071,1.61489E-06,0,0
CCDC92,0.00529774,1.17611E-06,0,0
CCDC93,0.006956442,1.38703E-06,0,0
CCDC94,0.003924065,9.37065E-07,0,0
CCDC96,0.008523616,1.58176E-06,0,0
CCDC97,0.009649975,1.89898E-06,0,0
CCER1,0.006016883,1.18109E-06,0,0
CCHCR1,0.0098847,2.2556E-06,0,0
CCIN,0.010096201,3.64178E-06,0,0
CCK,0.001796608,1.04664E-06,0,0
CCKAR,0.006558213,8.83421E-07,0.000356526,1.27111E-07
CCKBR,0.007508675,1.64987E-06,0,0
CCL1,0.000684247,2.61598E-08,0,0
CCL11,0.001342901,1.20468E-07,0,0
CCL13,0.001321217,3.16531E-07,0,0
CCL14,0.00363328,9.54154E-07,0,0
CCL15,0.003020521,9.2427E-07,0,0
CCL16,0.002914741,9.1324E-07,0,0
CCL17,0.001063209,8.6905E-08,0,0
CCL18,0.001293909,1.8485E-07,0,0
CCL19,0.000924499,1.3194E-07,0,0
CCL2,0.00118261,3.56595E-07,0,0
CCL20,0.001240715,2.25591E-07,0,0
CCL21,0.001692969,4.73408E-07,0,0
CCL22,0.001256595,7.74629E-08,0,0
CCL23,0.002136445,4.23603E-07,0,0
CCL24,0.000759202,2.61383E-08,0,0
CCL25,0.002328929,1.09403E-06,0,0
CCL26,0.001649991,3.56555E-07,0,0
CCL27,0.001476548,2.09043E-07,0,0
CCL28,0.001528222,2.90573E-07,0,0
CCL3,0.001733377,4.0211E-07,0,0
CCL4,0.002182061,3.8569E-07,0,0
CCL5,0.003096075,1.26492E-06,0,0
CCL7,0.003227744,8.86652E-07,0,0
CCL8,0.001901437,6.29715E-07,0,0
CCM2,0.006024843,1.74318E-06,0.000008264,6.82937E-11
CCM2L,0.008572044,2.51739E-06,0,0
CCNA1,0.005856545,1.94009E-06,0,0
CCNA2,0.002560339,5.8907E-07,0,0
CCNB1,0.006903782,2.10086E-06,0,0
CCNB1IP1,0.004426608,1.47794E-06,0,0
CCNB2,0.004847142,1.06071E-06,0,0
CCNB3,0.013304342,4.81994E-06,0,0
CCNC,0.002800593,1.27554E-06,0,0
CCND1,0.001520972,1.13932E-07,0,0
CCND2,0.001783251,2.70354E-07,0,0
CCND3,0.003926218,5.32167E-07,0,0
CCNDBP1,0.004755539,1.10299E-06,0,0
CCNE1,0.00321667,3.35522E-07,0,0
CCNE2,0.003380228,4.27899E-07,0,0
CCNF,0.013627679,3.56956E-06,0,0
CCNG1,0.003253949,5.57573E-07,0,0
CCNG2,0.00250083,4.05981E-07,0,0
CCNH,0.004865742,9.01751E-07,0,0
CCNI,0.002636715,2.88934E-07,0,0
CCNI2,0.00463006,1.37752E-06,0,0
CCNJ,0.002317765,2.66014E-07,0,0
CCNJL,0.008141112,2.2517E-06,0,0
CCNK,0.005334206,1.0877E-06,0,0
CCNL1,0.004609805,1.00353E-06,0,0
CCNL2,0.011553328,3.91109E-06,0,0
CCNO,0.007784519,1.89472E-06,0,0
CCNT1,0.011399192,3.90942E-06,0,0
CCNT2,0.004980445,1.03045E-06,0,0
CCNY,0.00292887,6.84372E-07,0,0
CCNYL1,0.00449093,1.49786E-06,0,0
CCP110,0.008553219,1.63279E-06,0,0
CCPG1,0.009189604,2.81396E-06,0,0
CCR1,0.005255873,2.63254E-06,0,0
CCR10,0.003562072,1.30466E-06,0,0
CCR2,0.004266165,7.61447E-07,0,0
CCR3,0.008832621,3.68692E-06,0,0
CCR4,0.002982818,8.47287E-07,0,0
CCR5,0.008649913,2.94433E-06,0.00130968,8.67441E-07
CCR6,0.002755131,4.623E-07,0,0
CCR7,0.002145969,2.37851E-07,0,0
CCR8,0.005521812,2.16719E-06,0,0
CCR9,0.004894803,1.52189E-06,0,0
CCRL2,0.007936919,3.54399E-06,0,0
CCRN4L,0.004182984,1.35525E-06,0,0
CCS,0.005513007,1.12627E-06,0.000256156,6.56159E-08
CCSAP,0.003212946,6.98114E-07,0,0
CCSER2,0.012511376,3.43642E-06,0,0
CCT2,0.005145541,1.27462E-06,0,0
CCT3,0.005106152,8.31347E-07,0,0
CCT4,0.006704374,2.12667E-06,0,0
CCT5,0.005426959,9.33364E-07,0.000041375,1.71189E-09
CCT6A,0.004822932,1.08001E-06,0,0
CCT6B,0.007284828,2.2202E-06,0,0
CCT7,0.003771588,4.90764E-07,0.000024952,6.22602E-10
CCT8,0.004286605,5.17475E-07,0,0
CCT8L2,0.008870341,1.48541E-06,0,0
CCZ1,0.009453106,3.14236E-06,0,0
CCZ1B,0.007881632,2.21862E-06,0,0
CD101,0.016724977,5.13763E-06,0,0
CD109,0.021495961,5.99614E-06,0,0
CD14,0.005240465,1.45564E-06,0,0
CD151,0.003208279,4.32506E-07,0,0
CD160,0.004423618,1.2902E-06,0,0
CD163,0.011102833,3.37089E-06,0,0
CD163L1,0.022905387,7.87095E-06,0,0
CD164,0.002936016,2.9424E-07,0,0
CD164L2,0.005125648,2.33839E-06,0,0
CD180,0.011203198,3.45401E-06,0,0
CD19,0.00622662,1.33545E-06,0,0
CD1A,0.007259587,2.02741E-06,0,0
CD1B,0.005509363,1.69328E-06,0,0
CD1C,0.006248477,1.75565E-06,0,0
CD1D,0.006808058,1.43642E-06,0,0
CD1E,0.006684299,1.23666E-06,0,0
CD2,0.005339176,1.43143E-06,0,0
CD200,0.002443414,2.72099E-07,0,0
CD200R1,0.00483192,1.17115E-06,0,0
CD200R1L,0.005386105,1.72749E-06,0,0
CD207,0.004942881,1.01679E-06,0,0
CD209,0.007195285,1.48508E-06,0,0
CD22,0.012543567,2.6555E-06,0,0
CD226,0.006209883,2.39323E-06,0,0
CD244,0.003277747,2.92458E-07,0,0
CD247,0.002108815,2.69037E-07,0,0
CD248,0.014888446,4.92839E-06,0,0
CD27,0.002933061,2.4997E-07,0,0
CD274,0.003051162,1.11929E-06,0,0
CD276,0.01470784,5.33819E-06,0,0
CD28,0.003611219,6.46974E-07,0,0
CD2AP,0.006825297,1.2064E-06,0.000694223,1.66789E-07
CD2BP2,0.004992433,6.6403E-07,0,0
CD300A,0.004279885,9.35936E-07,0,0
CD300C,0.00367366,9.98021E-07,0,0
CD300E,0.002738972,3.10602E-07,0,0
CD300LB,0.004537604,1.48607E-06,0,0
CD300LD,0.003818437,1.26933E-06,0,0
CD300LF,0.006290552,1.73233E-06,0,0
CD300LG,0.007245298,1.81752E-06,0,0
CD302,0.002759582,3.47008E-07,0,0
CD320,0.008097834,2.49867E-06,0,0
CD33,0.009274903,3.92213E-06,0,0
CD34,0.011307573,4.78584E-06,0,0
CD36,0.018644608,3.53165E-06,0.002263299,1.05805E-06
CD37,0.005056806,1.20585E-06,0,0
CD38,0.006363728,2.3896E-06,0,0
CD3D,0.001939308,1.55915E-07,0.00002474,3.39752E-10
CD3E,0.002758686,8.93555E-07,0,0
CD3EAP,0.010248695,4.04335E-06,0,0
CD3G,0.004792112,2.51998E-06,0.000125683,8.80647E-09
CD4,0.005832027,1.46761E-06,0,0
CD40,0.001827102,1.17485E-07,0.000008275,6.84756E-11
CD40LG,0.001747488,1.85367E-07,0.000011409,1.30165E-10
CD44,0.009874709,2.08741E-06,0.000008254,6.81285E-11
CD46,0.004023015,1.00156E-06,0.001010035,4.11504E-07
CD47,0.002366836,3.55879E-07,0,0
CD48,0.005097655,1.95053E-06,0,0
CD5,0.006791982,1.3549E-06,0,0
CD52,0.000991323,2.26062E-07,0,0
CD53,0.002148187,3.24819E-07,0,0
CD55,0.008577178,2.76685E-06,0,0
CD58,0.003034196,6.42756E-07,0,0
CD59,0.002250007,6.07509E-07,0,0
CD5L,0.003737535,4.00119E-07,0,0
CD6,0.005963365,1.06505E-06,0,0
CD63,0.005104231,2.69536E-06,0,0
CD68,0.004162503,8.48411E-07,0,0
CD69,0.003928624,1.61884E-06,0,0
CD7,0.011108453,3.74545E-06,0,0
CD70,0.003147701,4.37376E-07,0,0
CD72,0.004671542,1.55153E-06,0,0
CD74,0.006920605,2.83123E-06,0,0
CD79A,0.006433348,2.33767E-06,0,0
CD79B,0.002014582,1.98332E-07,0,0
CD80,0.00280496,3.8252E-07,0,0
CD81,0.007216573,2.17444E-06,0,0
CD82,0.005363778,1.72525E-06,0,0
CD83,0.003104644,1.07579E-06,0,0
CD84,0.006379782,1.71079E-06,0,0
CD86,0.003897592,1.38063E-06,0,0
CD8A,0.006037142,2.22963E-06,0.000008309,6.90395E-11
CD8B,0.004236934,1.15731E-06,0,0
CD9,0.003083344,8.35757E-07,0,0
CD93,0.013854247,2.93855E-06,0,0
CD96,0.010772313,2.84495E-06,0.000008247,6.8013E-11
CD97,0.016549709,3.9956E-06,0,0
CD99,0.00591736,9.15097E-07,0,0
CD99L2,0.005070934,1.08499E-06,0,0
CDA,0.002565732,6.17269E-07,0,0
CDADC1,0.00474415,8.43211E-07,0,0
CDAN1,0.019482164,4.76148E-06,0.000611399,7.11522E-08
CDC123,0.004540819,1.63863E-06,0,0
CDC14A,0.006206518,9.94872E-07,0,0
CDC14B,0.008176725,1.99525E-06,0,0
CDC16,0.003687857,3.2665E-07,0,0
CDC20,0.003926641,7.01526E-07,0,0
CDC20B,0.00812765,2.19954E-06,0,0
CDC23,0.00314093,6.33181E-07,0,0
CDC25A,0.004560494,1.4247E-06,0,0
CDC25B,0.011578063,3.23531E-06,0,0
CDC25C,0.005847316,1.14607E-06,0,0
CDC26,0.001103059,2.31696E-07,0,0
CDC27,0.02480913,1.35009E-05,0,0
CDC34,0.003952263,7.76619E-07,0,0
CDC37,0.00626781,2.25047E-06,0,0
CDC37L1,0.004042566,1.31879E-06,0,0
